510,MovieID,ActorID,Character Name,creditOrder,pay,screentime
1282,92,647,Sam Campagna,7,,
1283,92,648,Matt Wilder,8,,
1284,92,649,President,9,,
1285,93,141,Capt. John Connor,1,,
1286,93,475,Lt. Webster Smith,2,,
1287,93,488,Lt. Tom Graham,3,,
1288,93,650,Eddie Sakamura,4,,
1289,93,321,Bob Richmond,5,,
1290,93,651,Yoshida-san,6,,
1291,93,652,Senator John Morton,7,,
1292,93,653,Ishihara,8,,
1293,93,309,Phillips,9,,
1294,94,19,Mitch McDeere,1,,
1295,94,554,Abby McDeere,2,,
1296,94,440,Avery Tolar,3,,
1297,94,654,Oliver Lambert,4,,
1298,94,655,Lamar Quinn,5,,
1299,94,656,William Devasher,6,,
1300,94,657,Wayne Tarrance,7,,
1301,94,658,Tammy Hemphill,8,,
1302,94,659,Ray McDeere,9,,
1303,95,140,Dr. Richard Kimble,1,,
1304,95,660,Samuel Gerard,2,,
1305,95,661,Helen Kimble,3,,
1306,95,662,Dr. Anne Eastman,4,,
1307,95,663,Cosmo Renfro,5,,
1308,95,664,Sykes,6,,
1309,95,376,Dr. Charles Nichols,7,,
1310,95,665,Biggs,8,,
1311,95,666,Poole,9,,
1312,96,153,Darby Shaw,1,,
1313,96,614,Gray Grantham,2,,
1314,96,155,Thomas Callahan,3,,
1315,96,184,Gavin Vereek,4,,
1316,96,216,Fletcher Coal,5,,
1317,96,667,FBI Director Denton Voyles,6,,
1318,96,298,Bob Gminski,7,,
1319,96,668,President,8,,
1320,96,669,Khamel,9,,
1321,97,670,John Spartan,1,,
1322,97,475,Simon Phoenix,2,,
1323,97,671,Lenina Huxley,3,,
1324,97,672,Dr. Raymond Cocteau,4,,
1325,97,673,Alfredo Garcia,5,,
1326,97,674,Chief George Earle,6,,
1327,97,675,Associate Bob,7,,
1328,97,676,Edgar Friendly,8,,
1329,97,677,Zachary Lamb - Young,9,,
1330,98,670,Gabe Walker,1,,
1331,98,678,Qualen,2,,
1332,98,286,Hal Tucker,3,,
1333,98,679,Jessie Deighan,4,,
1334,98,680,Travers,5,,
1335,98,413,Kristel,6,,
1336,98,565,Kynette,7,,
1337,98,681,Delmar,8,,
1338,98,682,Ryan,9,,
1339,100,683,Pumpkin,1,,
1340,100,684,Honey Bunny,2,,
1341,100,685,Waitress,3,,
1342,100,1,Vincent Vega,4,,
1343,100,550,Jules Winnfield,5,,
1344,100,686,Marvin,6,,
1345,100,35,Brett,7,,
1346,100,687,Roger,8,,
1347,100,6,Butch Coolidge,9,,
1348,101,688,Ace Ventura,1,,
1349,101,689,Melissa Robinson,2,,
1350,101,690,Lt. Lois Einhorn,3,,
1351,101,691,Emilio,4,,
1352,101,692,Dan Marino,5,,
1353,101,354,Riddle,6,,
1354,101,504,Roger Podacter,7,,
1355,101,693,Woodstock,8,,
1356,101,694,Ron Camp,9,,
1357,102,688,Lloyd,1,,
1358,102,695,Harry,2,,
1359,102,696,Mary,3,,
1360,102,465,Joe Mentalino,4,,
1361,102,697,J.P. Shay,5,,
1362,102,237,Nicholas Andre,6,,
1363,102,698,Athletic Beauty,7,,
1364,102,699,Barnard,8,,
1365,102,700,Karl Swanson,9,,
1366,103,701,Scott Calvin,1,,
1367,103,702,Neal,2,,
1368,103,703,Laura,3,,
1369,103,704,Charlie,4,,
1370,103,705,Bernard,5,,
1371,103,706,Detective Nunzio,6,,
1372,103,707,Ms. Daniels,7,,
1373,103,708,Elf-Judy,8,,
1374,103,709,Mr. Whittle,9,,
1375,104,688,Stanley Ipkiss,1,,
1376,104,710,Lt. Mitch Kellaway,2,,
1377,104,711,Dorian,3,,
1378,104,171,Peggy Brandt,4,,
1379,104,712,Charlie Schumaker,5,,
1380,104,713,Niko,6,,
1381,104,714,Irv,7,,
1382,104,715,Mrs. Peenman,8,,
1383,104,716,Burt,9,,
1384,105,69,Jack Traven,1,,
1385,105,717,Howard Payne,2,,
1386,105,671,Annie,3,,
1387,105,426,Capt. McMahon,4,,
1388,105,695,Harry,5,,
1389,105,718,Stephens,6,,
1390,105,719,Jaguar Owner,7,,
1391,105,720,Norwood,8,,
1392,105,721,Helen,9,,
1393,106,722,Tristan,1,,
1394,106,538,Ludlow,2,,
1395,106,723,Alfred,3,,
1396,106,724,Susannah,4,,
1397,106,725,Samuel,5,,
1398,106,726,Isabel Two,6,,
1399,106,235,Pet,7,,
1400,106,727,One Stab,8,,
1401,106,728,Decker,9,,
1402,108,729,Zazu,1,,
1403,108,730,Simba,2,,
1404,108,731,Young Nala,3,,
1405,108,732,Ed,4,,
1406,108,484,Shenzi,5,,
1407,108,733,Rafiki,6,,
1408,108,734,Scar,7,,
1409,108,33,Mufasa,8,,
1410,108,735,Nala,9,,
1411,109,736,Reggie Love,1,,
1412,109,660,Roy Foltrigg,2,,
1413,109,306,Dianne Sway,3,,
1414,109,737,Barry Muldano,4,,
1415,109,421,McThune,5,,
1416,109,738,Clint Von Hooser,6,,
1417,109,739,Mark Sway,7,,
1418,109,740,Sgt. Hardy,8,,
1419,109,496,Thomas Fink,9,,
1420,110,670,Ray Quick,1,,
1421,110,291,May Munro,2,,
1422,110,741,Ned Trent,3,,
1423,110,742,Joe Leon,4,,
1424,110,743,Tomas Leon,5,,
1425,110,744,Charlie,6,,
1426,110,745,Strongarm,7,,
1427,110,746,May's Dad,8,,
1428,110,747,May's Mom,9,,
1429,111,748,Fred Flintstone,1,,
1430,111,749,Wilma Flintstone,2,,
1431,111,66,Barney Rubble,3,,
1432,111,523,Betty Rubble,4,,
1433,111,750,Cliff Vandercave,5,,
1434,111,512,Miss Stone,6,,
1435,111,751,Pearl Slaghoople,7,,
1436,111,752,Mr. Slate,8,,
1437,111,753,Hoagie,9,,
1438,112,519,Forrest Gump,1,60000000,
1439,112,754,Nurse at Park Bench,2,,
1440,112,149,Mrs. Gump,3,,
1441,112,755,Young Forrest,4,,
1442,112,756,Doctor,5,,
1443,112,757,Barber,6,,
1444,112,758,Crony,7,,
1445,112,759,Crony,8,,
1446,112,760,Principal,9,,
1447,113,416,Colonel Jonathan 'Jack' O'Neil,1,,
1448,113,761,Dr. Daniel Jackson,2,,
1449,113,437,Ra,3,,
1450,113,762,Catherine Langford,4,,
1451,113,763,Skaara,5,,
1452,113,764,Sha'uri,6,,
1453,113,765,General W.O. West,7,,
1454,113,766,Lieutenant Kawalsky,8,,
1455,113,767,Anubis,9,,
1456,114,80,Tom Sanders,1,,
1457,114,215,Meredith Johnson,2,,
1458,114,417,Bob Garvin,3,,
1459,114,413,Susan Hendler,4,,
1460,114,768,Catherine Alvarez,5,,
1461,114,769,Philip Blackburn,6,,
1462,114,770,Stephanie Kaplan,7,,
1463,114,771,Mark Lewyn,8,,
1464,114,772,Mary Anne Hunter,9,,
1465,116,140,Jack Ryan,1,,
1466,116,773,Clark,2,,
1467,116,546,Cathy Ryan,3,,
1468,116,774,Felix Cortez,4,,
1469,116,775,Robert Ritter,5,,
1470,116,121,James Cutter,6,,
1471,116,776,President Bennett,7,,
1472,116,777,Ernesto Escobedo,8,,
1473,116,673,Captain Ramirez,9,,
1474,117,107,Will Randall,1,,
1475,117,560,Laura Alden,2,,
1476,117,761,Stewart Swinton,3,,
1477,117,375,Charlotte Randall,4,,
1478,117,778,Detective Bridger,5,,
1479,117,779,Raymond Alden,6,,
1480,117,780,Mary,7,,
1481,117,781,Roy,8,,
1482,117,782,Dr. Vijay Alezais,9,,
1483,118,71,Bret Maverick,1,,
1484,118,312,Annabelle Bransford,2,,
1485,118,783,Marshal Zane Cooper,3,,
1486,118,232,Joseph,4,,
1487,118,784,Angel,5,,
1488,118,642,Commodore Duvall,6,,
1489,118,785,Room Clerk,7,,
1490,118,786,Matthew Wicker,8,,
1491,118,787,The Archduke,9,,
1492,119,174,Harry Tasker,1,,
1493,119,788,Helen Tasker,2,,
1494,119,789,Albert Gibson,3,,
1495,119,608,Simon,4,,
1496,119,453,Juno Skinner,5,,
1497,119,790,Salim Abu Aziz,6,,
1498,119,791,Dana Tasker,7,,
1499,119,792,Faisil,8,,
1500,119,611,Spencer Trilby,9,,
1501,120,671,Lucy,1,,
1502,120,589,Jack,2,,
1503,120,793,Peter,3,,
1504,120,709,Ox,4,,
1505,120,794,Saul,5,,
1506,120,795,Elsie,6,,
1507,120,796,Midge,7,,
1508,120,797,Jerry,8,,
1509,120,798,Joe Jr.,9,,
1510,121,560,Louanne Johnson,1,,
1511,121,553,Hal Griffith,2,,
1512,121,799,Mr. George Grandey,3,,
1513,121,800,Mrs. Carla Nichols,4,,
1514,121,801,Mary Benton,5,,
1515,121,802,Waiter,6,,
1516,121,803,Irene Roberts,7,,
1517,121,804,Raul Sanchero,8,,
1518,121,805,Emilio Ramirez,9,,
1519,122,629,Max Goldman,1,,
1520,122,628,John Gustafson,2,,
1521,122,806,Maria Sophia Coletta Ragetti,3,,
1522,122,630,Ariel Gustafson,4,,
1523,122,631,Grandpa Gustafson,5,,
1524,122,152,Melanie Gustafson,6,,
1525,122,543,Jacob Goldman,7,,
1526,122,807,"Allie, Melanie's Daughter",8,,
1527,122,808,Mama Ragetti,9,,
1528,123,62,George Banks,1,,
1529,123,275,Nina Banks,2,,
1530,123,331,Franck Eggelhoffer,3,,
1531,123,328,Annie Banks-MacKenzie,4,,
1532,123,330,Bryan MacKenzie,5,,
1533,123,329,Matty Banks,6,,
1534,123,332,Howard Weinstein,7,,
1535,123,333,John MacKenzie,8,,
1536,123,334,Joanna MacKenzie,9,,
1537,124,519,Woody,1,,
1538,124,701,Buzz Lightyear,2,,
1539,124,809,Mr. Potato Head,3,,
1540,124,810,Slinky Dog,4,,
1541,124,811,Rex,5,,
1542,124,812,Hamm,6,,
1543,124,119,Bo Peep,7,,
1544,124,813,Andy,8,,
1545,124,814,Sid,9,,
1546,125,688,Ace Ventura,1,,
1547,125,815,Fulton Greenwall,2,,
1548,125,816,Vincent Cadby,3,,
1549,125,817,Ouda,4,,
1550,125,674,Burton Quinn,5,,
1551,125,818,The Wachati Princess,6,,
1552,125,819,The Tiny Warrior,7,,
1553,125,820,Hitu (as Adewale),8,,
1554,125,821,Wachootoo Witch Doctor (as Danny D. Daniels),9,,
1555,126,1,Chili Palmer,1,,
1556,126,440,Harry Zimm,2,,
1557,126,499,Karen Flores,3,,
1558,126,82,Martin Weir,4,,
1559,126,822,Ray 'Bones' Barboni,5,,
1560,126,823,Bo Catlett,6,,
1561,126,824,Bear,7,,
1562,126,825,Ronnie Wingate,8,,
1563,126,826,Nicki,9,,
1564,127,381,Glenn Holland,1,,
1565,127,827,Iris Holland,2,,
1566,127,828,Bill Meister,3,,
1567,127,3,Principal Jacobs,4,,
1568,127,829,Vice Principal Wolters,5,,
1569,127,830,Gertrude Lang,6,,
1570,127,831,Louis Russ,7,,
1571,127,832,Bobby Tidd,8,,
1572,127,38,Rowena Morgan,9,,
1573,128,10,Somerset,1,,
1574,128,833,Dead Man at 1st Crime Scene (as Andy Walker),2,,
1575,128,834,Detective Taylor at First Murder,3,,
1576,128,722,Mills,4,,
1577,128,835,Tracy,5,,
1578,128,836,Officer Davis,6,,
1579,128,837,Gluttony Victim,7,,
1580,128,838,Dr. O'Neill,8,,
1581,128,839,Dr. Santiago,9,,
1582,129,840,Nicky,1,,
1583,129,841,Andreas,2,,
1584,129,842,Casper,3,,
1585,129,182,Carrigan,4,,
1586,129,843,Dibs,5,,
1587,129,844,Rugg,6,,
1588,129,845,Father Guido Sarducci,7,,
1589,129,846,Mr. Rogers (archive footage) (as Mr. Rogers),8,,
1590,129,847,Terry Murphy ('Hard Copy'),9,,
1591,130,627,Dr. Karen Ross,1,,
1592,130,848,Dr. Peter Elliot,2,,
1593,130,118,Captain Monroe Kelly,3,,
1594,130,252,Herkermer Homolka,4,,
1595,130,792,Richard,5,,
1596,130,390,R.B. Travis,6,,
1597,130,849,Amy,7,,
1598,130,850,Moira,8,,
1599,130,851,Amy the Gorilla,9,,
1600,131,519,Jim Lovell,1,,
1601,131,608,Fred Haise,2,,
1602,131,240,Jack Swigert,3,,
1603,131,852,Ken Mattingly,4,,
1604,131,657,Gene Kranz,5,,
1605,131,853,Marilyn Lovell,6,,
1606,131,854,Barbara Lovell,7,,
1607,131,855,Susan Lovell,8,,
1608,131,856,Jeffrey Lovell,9,,
1609,132,614,Hunter,1,,
1610,132,440,Ramsey,2,,
1611,132,857,Zimmer,3,,
1612,132,553,Cob,4,,
1613,132,858,Weps,5,,
1614,132,824,Lt. Bobby Dougherty,6,,
1615,132,859,Lt. Westergaurd,7,,
1616,132,860,Ood Mahoney (as Jaime P. Gomez),8,,
1617,132,861,Hunsicker,9,,
1618,133,699,Lon,1,,
1619,133,862,Thomas,2,,
1620,133,863,Pocahontas,3,,
1621,133,639,Ben,4,,
1622,133,864,Kocoum,5,,
1623,133,71,John Smith,6,,
1624,133,177,Grandmother Willow,7,,
1625,133,865,Meeko,8,,
1626,133,866,Pocahontas,9,,
1627,134,599,James Bond,1,,
1628,134,547,Alec Trevelyan,2,,
1629,134,867,Natalya Simonova,3,,
1630,134,868,Xenia Onatopp,4,,
1631,134,390,Jack Wade,5,,
1632,134,869,M,6,,
1633,134,870,Valentin Zukovsky,7,,
1634,134,871,Dimitri Mishkin,8,,
1635,134,872,Colonel Ourumov,9,,
1636,135,53,Alan Parrish,1,,
1637,135,873,Van Pelt,2,,
1638,135,874,Judy Shepherd,3,,
1639,135,341,Peter Shepherd,4,,
1640,135,875,Sarah Whittle,5,,
1641,135,876,Nora Shepherd,6,,
1642,135,513,Bentley,7,,
1643,135,877,Carol Parrish,8,,
1644,135,878,Young Alan,9,,
1645,136,879,Young William,1,,
1646,136,880,Malcolm Wallace,2,,
1647,136,881,John Wallace,3,,
1648,136,882,Campbell,4,,
1649,136,883,MacClannough,5,,
1650,136,884,Elder Stewart,6,,
1651,136,885,Young Hamish,7,,
1652,136,886,Mother MacClannough,8,,
1653,136,887,Priest No. 1,9,,
1654,138,606,Batman,1,,
1655,138,660,Harvey Two-Face,2,,
1656,138,688,Riddler,3,,
1657,138,283,Dr. Chase Meridian,4,,
1658,138,308,Robin,5,,
1659,138,112,Alfred Pennyworth,6,,
1660,138,110,Commissioner Gordon,7,,
1661,138,888,Sugar,8,,
1662,138,889,Spice,9,,
1663,139,28,Mariner,1,,
1664,139,890,Drifter,2,,
1665,139,891,Gatesman,3,,
1666,139,892,Enforcer,4,,
1667,139,893,Elder / Survivor,5,,
1668,139,894,Elder,6,,
1669,139,895,Priam,7,,
1670,139,896,Boy,8,,
1671,139,897,Boy,9,,
1672,140,888,Casey Becker,1,,
1673,140,898,Phone Voice,2,,
1674,140,899,Steve Orth,3,,
1675,140,900,Casey's Father,4,,
1676,140,901,Casey's Mother,5,,
1677,140,902,Sidney Prescott,6,,
1678,140,903,Billy Loomis,7,,
1679,140,904,Neil Prescott,8,,
1680,140,689,Gale Weathers,9,,
1681,141,190,Elise Elliot Atchison,1,,
1682,141,905,Brenda Morelli Cushman,2,,
1683,141,275,Annie MacDuggan Paradis,3,,
1684,141,412,Gunilla Garson Goldberg,4,,
1685,141,906,Shelly Stewart,5,,
1686,141,367,Morton Cushman,6,,
1687,141,907,Cynthia Swann Griffin,7,,
1688,141,586,Bill Atchison,8,,
1689,141,908,Aaron Paradis,9,,
1690,142,593,Almï¿½sy,1,,
1691,142,909,Hana,2,,
1692,142,773,Caravaggio,3,,
1693,142,910,Katharine Clifton,4,,
1694,142,911,Kip,5,,
1695,142,912,Geoffrey Clifton,6,,
1696,142,913,Madox,7,,
1697,142,914,Major Muller,8,,
1698,142,915,Hardy,9,,
1699,143,53,Armand Goldman,1,,
1700,143,440,Senator Keeley,2,,
1701,143,916,Albert,3,,
1702,143,64,Louise Keeley,4,,
1703,143,917,Val Goldman,5,,
1704,143,918,Barbara Keeley,6,,
1705,143,919,Agador,7,,
1706,143,920,Katharine,8,,
1707,143,921,Harry Radman,9,,
1708,144,1,George Malley,1,,
1709,144,922,Lace Pennamin,2,,
1710,144,430,Nate Pope,3,,
1711,144,284,Doc,4,,
1712,144,923,Professor Ringold,5,,
1713,144,924,Dr. Wellin,6,,
1714,144,925,Al,7,,
1715,144,926,Glory,8,,
1716,144,927,Tito,9,,
1717,145,928,Jake Tyler Brigance,1,,
1718,145,671,Ellen Roark,2,,
1719,145,550,Carl Lee Hailey,3,,
1720,145,929,D.A. Rufus Buckley,4,,
1721,145,242,Harry Rex Vonner,5,,
1722,145,930,Sheriff Ozzie Walls,6,,
1723,145,931,Ethel Twitty,7,,
1724,145,417,Lucien Wilbanks,8,,
1725,145,239,Freddie Lee Cobb,9,,
1726,146,932,Picard,1,,
1727,146,933,Riker,2,,
1728,146,934,Data,3,,
1729,146,935,Geordi,4,,
1730,146,936,Worf,5,,
1731,146,937,Beverly,6,,
1732,146,938,Troi,7,,
1733,146,939,Lily,8,,
1734,146,940,Zefram Cochran,9,,
1735,147,1,Vic Deakins,1,,
1736,147,404,Riley Hale,2,,
1737,147,941,Terry Carmichael,3,,
1738,147,823,Colonel Max Wilkins,4,,
1739,147,674,Pritchett,5,,
1740,147,35,Giles Prentice,6,,
1741,147,942,Kelly,7,,
1742,147,943,Lt. Colonel Sam Rhodes,8,,
1743,147,944,"Chairman, Joint Chief of Staff",9,,
1744,148,19,Jerry Maguire,1,,
1745,148,945,Rod Tidwell,2,,
1746,148,946,Dorothy Boyd,3,,
1747,148,947,Avery Bishop,4,,
1748,148,948,Frank Cushman,5,,
1749,148,949,Bob Sugar,6,,
1750,148,875,Laurel Boyd,7,,
1751,148,950,Marcee Tidwell,8,,
1752,148,951,Ray Boyd,9,,
1753,149,253,Sherman Klump,1,,
1754,149,952,Carla Purty,2,,
1755,149,642,Harlan Hartley,3,,
1756,149,953,Dean Richmond,4,,
1757,149,954,Reggie Warrington,5,,
1758,149,955,Jason,6,,
1759,149,956,Dean's Secretary,7,,
1760,149,957,Ernie Klump Jr.,8,,
1761,149,958,Fit Woman,9,,
1762,150,959,Cruella DeVil,1,,
1763,150,695,Roger,2,,
1764,150,960,Anita,3,,
1765,150,961,Nanny,4,,
1766,150,962,Jasper,5,,
1767,150,963,Horace,6,,
1768,150,964,Skinner,7,,
1769,150,965,Alonzo,8,,
1770,150,966,Frederick,9,,
1771,151,141,John Patrick Mason,1,,
1772,151,967,Stanley Goodspeed,2,,
1773,151,657,General Francis X. Hummel,3,,
1774,151,228,F.B.I. Director Womack,4,,
1775,151,968,Major Tom Baxter,5,,
1776,151,273,Ernest Paxton,6,,
1777,151,610,Commander Anderson,7,,
1778,151,969,Carla Pestalozzi,8,,
1779,151,970,Marine Captain Hendrix,9,,
1780,152,971,Capt. Steven Hiller,1,,
1781,152,589,President Thomas J. Whitmore,2,,
1782,152,972,David Levinson,3,,
1783,152,231,Marilyn Whitmore,4,,
1784,152,973,Julius Levinson,5,,
1785,152,974,General William Grey,6,,
1786,152,97,Russell Casse,7,,
1787,152,975,Constance Spano,8,,
1788,152,492,Albert Nimziki,9,,
1789,153,19,Ethan Hunt,1,,
1790,153,976,Jim Phelps,2,,
1791,153,977,Claire,3,,
1792,153,775,Kittridge,4,,
1793,153,978,Krieger,5,,
1794,153,624,Luther,6,,
1795,153,910,Sarah Davies,7,,
1796,153,979,Max,8,,
1797,153,980,Hannah,9,,
1798,154,71,Tom Mullen,1,,
1799,154,499,Kate Mullen,2,,
1800,154,981,Sean Mullen,3,,
1801,154,852,Det. Jimmy Shaker,4,,
1802,154,823,Agent Lonnie Hawkins,5,,
1803,154,982,Maris Conner,6,,
1804,154,983,Clark Barnes,7,,
1805,154,984,Cubby Barnes,8,,
1806,154,985,Miles Roberts,9,,
1807,155,986,Michael Jordan,1,,
1808,155,987,Stan Podolak,2,,
1809,155,988,Juanita Jordan,3,,
1810,155,989,Jeffery Jordan,4,,
1811,155,990,Marcus Jordan,5,,
1812,155,991,Jasmine Jordan,6,,
1813,155,992,Michael Jordan (10 Years Old),7,,
1814,155,993,Larry Bird,8,,
1815,155,115,Bill Murray,9,,
1816,156,994,Dr. Jo Harding,1,,
1817,156,608,Bill Harding,2,,
1818,156,285,Dr. Jonas Miller,3,,
1819,156,995,Dr. Melissa Reeves,4,,
1820,156,494,Dustin Davis,5,,
1821,156,996,Meg Greene,6,,
1822,156,718,Robert 'Rabbit' Nurick,7,,
1823,156,997,Allan Sanders,8,,
1824,156,998,Jason 'Preacher' Rowe,9,,
1825,157,168,Hugo,1,,
1826,157,999,Quasimodo's Mother,2,,
1827,157,1000,Brutish Guard,3,,
1828,157,732,Guards,4,,
1829,157,1001,Oafish Guard,5,,
1830,157,67,Quasimodo,6,,
1831,157,1002,Frollo,7,,
1832,157,1003,Clopin,8,,
1833,157,1004,Victor,9,,
1834,158,174,U.S. Marshal John 'The Eraser' Kruger,1,,
1835,158,198,U.S. Marshal Robert DeGuerin,2,,
1836,158,1005,Lee Cullen,3,,
1837,158,642,WitSec Chief Beller,4,,
1838,158,236,Johnny Casteleone,5,,
1839,158,940,William Donohue,6,,
1840,158,1006,WitSec Deputy Monroe,7,,
1841,158,1007,Undersecretary of Defense Daniel Harper,8,,
1842,158,1008,WitSec Agent Calderon,9,,
1843,159,1,Michael,1,,
1844,159,572,Dorothy Winters,2,,
1845,159,1009,Frank Quinlan,3,,
1846,159,411,Vartan Malt,4,,
1847,159,236,Huey Driscoll,5,,
1848,159,1010,Pansy Milbank,6,,
1849,159,1011,Judge Esther Newberg,7,,
1850,159,1012,Bruce Craddock,8,,
1851,159,1013,Anita,9,,
1852,160,1014,Will,1,,
1853,160,1015,Chuckie,2,,
1854,160,1016,Lambeau,3,,
1855,160,1017,Tom,4,,
1856,160,1018,Krystyn,5,,
1857,160,1019,Cathy,6,,
1858,160,1020,Morgan,7,,
1859,160,1021,Billy,8,,
1860,160,1022,Barbershop Quartet #1,9,,
1861,161,1023,Julie James,1,,
1862,161,1024,Helen Shivers,2,,
1863,161,1025,Barry Cox,3,,
1864,161,1026,Ray Bronson,4,,
1865,161,1027,Benjamin Willis,5,,
1866,161,1028,Elsa Shivers,6,,
1867,161,1029,Melissa Egan,7,,
1868,161,92,Max,8,,
1869,161,1030,Officer,9,,
1870,162,952,Maureen,1,,
1871,162,1031,Phil,2,,
1872,162,1032,Usher Giving Out Costumes,3,,
1873,162,1033,Screaming Girl Up Aisle,4,,
1874,162,1034,Stab' Casey,5,,
1875,162,898,The Voice,6,,
1876,162,1035,Popcorn Boy,7,,
1877,162,1036,Theater Girl #1,8,,
1878,162,1037,Theater Girl #2,9,,
1879,163,153,Julianne Potter,1,,
1880,163,1038,Michael O'Neal,2,,
1881,163,1039,Kimberly Wallace,3,,
1882,163,1040,George Downes,4,,
1883,163,1041,Walter Wallace,5,,
1884,163,1042,Joe O'Neal,6,,
1885,163,1043,Samantha Newhouse,7,,
1886,163,1044,Amanda Newhouse,8,,
1887,163,1045,Isabelle Wallace,9,,
1888,164,688,Fletcher Reede,1,,
1889,164,1046,Audrey Reede,2,,
1890,164,1047,Max Reede,3,,
1891,164,285,Jerry,4,,
1892,164,1048,Greta,5,,
1893,164,1049,Samantha Cole,6,,
1894,164,1050,Miranda,7,,
1895,164,797,Judge Marshall Stevens,8,,
1896,164,1051,Dana Appleton,9,,
1897,165,107,Melvin Udall,1,,
1898,165,994,Carol Connelly,2,,
1899,165,1052,Simon Bishop,3,,
1900,165,945,Frank Sachs,4,,
1901,165,903,Vincent,5,,
1902,165,1053,Beverly,6,,
1903,165,1054,Jackie,7,,
1904,165,1055,Nora,8,,
1905,165,1056,Verdell,9,,
1906,166,1057,George,1,,
1907,166,1058,Ursula Stanhope,2,,
1908,166,1059,Lyle Van de Groot,3,,
1909,166,1060,Kwame,4,,
1910,166,1061,Max,5,,
1911,166,1062,Thor,6,,
1912,166,1063,Beatrice Stanhope,7,,
1913,166,1064,Betsy,8,,
1914,166,1065,Arthur Stanhope,9,,
1915,167,972,Ian Malcolm,1,,
1916,167,662,Sarah Harding,2,,
1917,167,1066,Roland Tembo,3,,
1918,167,1067,Peter Ludlow,4,,
1919,167,1068,John Hammond,5,,
1920,167,1069,Nick Van Owen,6,,
1921,167,1070,Kelly Curtis,7,,
1922,167,1071,Dieter Stark,8,,
1923,167,1072,Ajay Sidhu,9,,
1924,168,1073,Duncan Malloy,1,,
1925,168,582,Baby-O',2,,
1926,168,1008,Billy Bedlam,3,,
1927,168,804,Sally-Can't Dance,4,,
1928,168,645,Cyrus The Virus,5,,
1929,168,624,Diamond Dog,6,,
1930,168,954,Pinball',7,,
1931,168,290,Guard Sally Bishop,8,,
1932,168,1074,Guard Falzon,9,,
1933,169,71,Jerry Fletcher,1,,
1934,169,153,Alice Sutton,2,,
1935,169,932,Dr. Jonas,3,,
1936,169,479,Agent Lowry,4,,
1937,169,79,Wilson (as Stephen Kahan),5,,
1938,169,1075,Flip,6,,
1939,169,1076,Cynic,7,,
1940,169,1077,Justice Guard,8,,
1941,169,1078,Justice Guard,9,,
1942,170,1,Sean Archer,1,,
1943,170,967,Castor Troy,2,,
1944,170,1079,Eve Archer,3,,
1945,170,1080,Pollux Troy,4,,
1946,170,1081,Sasha Hassler,5,,
1947,170,1082,Jamie Archer,6,,
1948,170,1083,Dietrich Hassler,7,,
1949,170,1084,Victor Lazarro,8,,
1950,170,1085,Dr. Malcolm Walsh,9,,
1951,171,53,Professor Philip Brainard,1,,
1952,171,1086,Dr. Sara Jean Reynolds,2,,
1953,171,634,Wilson Croft,3,,
1954,171,1087,Wesson,4,,
1955,171,1088,Smith,5,,
1956,171,21,Chester Hoenicker,6,,
1957,171,1089,Bennett Hoenicker,7,,
1958,171,130,Martha George,8,,
1959,171,124,Weebo,9,,
1960,172,1090,Hercules,1,,
1961,172,1091,Young Hercules,2,,
1962,172,1092,Young Hercules,3,,
1963,172,82,Phil,4,,
1964,172,741,Hades,5,,
1965,172,1093,Meg,6,,
1966,172,1094,Pain,7,,
1967,172,98,Panic,8,,
1968,172,1095,Zeus,9,,
1969,173,140,President James Marshall,1,,
1970,173,537,Ivan Korshunov,2,,
1971,173,959,Vice President Kathryn Bennett,3,,
1972,173,703,Grace Marshall,4,,
1973,173,1096,Alice Marshall,5,,
1974,173,1097,Chief of Staff Lloyd Shepherd,6,,
1975,173,1098,Agent Gibbs,7,,
1976,173,829,Major Caldwell,8,,
1977,173,1099,Defense Secretary Walter Dean,9,,
1978,174,660,Kay,1,,
1979,174,971,Jay,2,,
1980,174,1100,Laurel,3,,
1981,174,1101,Edgar,4,,
1982,174,1095,Zed,5,,
1983,174,1102,Jeebs,6,,
1984,174,1103,Beatrice,7,,
1985,174,1104,Gentle Rosenburg,8,,
1986,174,825,Van Driver,9,,
1987,175,1105,Young Ellie,1,,
1988,175,968,Ted Arroway,2,,
1989,175,312,Eleanor Arroway,3,,
1990,175,1106,Fisher,4,,
1991,175,1107,Kent,5,,
1992,175,1108,Vernon (as SaMi Chester),6,,
1993,175,1109,Davio,7,,
1994,175,1110,Cantina Woman,8,,
1995,175,928,Palmer Joss,9,,
1996,176,599,James Bond,1,,
1997,176,1111,Elliot Carver,2,,
1998,176,1112,Wai Lin,3,,
1999,176,1113,Paris Carver,4,,
2000,176,1114,Henry Gupta,5,,
2001,176,1115,Stamper,6,,
2002,176,390,Wade,7,,
2003,176,1116,Dr. Kaufman,8,,
2004,176,869,M,9,,
2005,178,1117,Jack Dawson,1,,
2006,178,1118,Rose Dewitt Bukater,2,,
2007,178,139,Cal Hockley,3,,
2008,178,199,Molly Brown,4,,
2009,178,444,Ruth Dewitt Bukater,5,,
2010,178,1119,Old Rose,6,,
2011,178,608,Brock Lovett,7,,
2012,178,1120,Captain Smith,8,,
2013,178,1121,Spicer Lovejoy,9,,
2014,179,1039,Mary,1,,
2015,179,1122,Healy,2,,
2016,179,1123,Ted,3,,
